2025-09-05 16:50:26,923 | DEBUG | MainThread | setup_logging:72 - Logger initialized. Log file: logs\app.log
2025-09-05 17:02:48,788 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:02:49,362 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 693 ms. Body preview={"generation":"{\n  \"summary_md\": \"The meeting started with a test to see if the issue would persist. The speaker mentioned that their belt is not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":41,"stop_reason":"stop"}
2025-09-05 17:02:49,363 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:02:50,306 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 943 ms. Body preview={"generation":"The meeting commenced with a test to determine if the issue at hand would persist. The speaker initiated the discussion by mentioning a personal experience, stating that their belt was not functioning properly, or at least, not functioning as expected. This anecdote served as a cataly…
2025-09-05 17:02:50,306 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The meeting commenced with a test to determine if the issue at hand would persist. The speaker initiated the discussion by mentioning a personal experience, stating that their belt was not functioning properly, or at least, not functioning as expected. This anecdote served as a catalyst for the conv…
2025-09-05 17:02:50,309 | DEBUG | scanner | summarize_transcript:460 - Final summary len=323, action_items=0
2025-09-05 17:02:50,310 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:02:51,548 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:02:52,058 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:02:53,789 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:02:57,072 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:02:58,302 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:02:58,632 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:02:58,794 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:02:58,796 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:02:58,796 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:00,520 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:00,876 | DEBUG | scanner | fetch_row_by_id:197 - fetch_row_by_id(12) -> found
2025-09-05 17:03:01,053 | INFO | scanner | process_row:499 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:03:01,054 | DEBUG | scanner | flatten_transcription:405 - flatten_transcription: produced 99 chars, 1 lines
2025-09-05 17:03:01,054 | DEBUG | scanner | process_row:506 - Row 12 transcript chars=99 preview=Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:03:01,054 | DEBUG | scanner | summarize_transcript:417 - summarize_transcript: total chars=99
2025-09-05 17:03:01,054 | DEBUG | scanner | summarize_transcript:421 - Single-shot summarization path.
2025-09-05 17:03:01,779 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 723 ms. Body preview={"generation":"{\n  \"summary_md\": \"The meeting started with a test to see if the issue would persist. The speaker mentioned that their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":41,"stop_reason":"stop"}
2025-09-05 17:03:01,780 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:03:02,853 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 1073 ms. Body preview={"generation":"The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, the speaker brought up the fact that their belt was malfunctioning, stating that it was either not working or working intermittently. This initial test was designed to gauge the scope o…
2025-09-05 17:03:02,853 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, the speaker brought up the fact that their belt was malfunctioning, stating that it was either not working or working intermittently. This initial test was designed to gauge the scope of the problem a…
2025-09-05 17:03:02,854 | DEBUG | scanner | summarize_transcript:460 - Final summary len=354, action_items=0
2025-09-05 17:03:02,854 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:03,796 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:04,228 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:04,752 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:03:08,801 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:09,766 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:10,952 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:11,279 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:03:11,442 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:03:11,442 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:12,704 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:13,064 | DEBUG | scanner | fetch_row_by_id:197 - fetch_row_by_id(12) -> found
2025-09-05 17:03:13,663 | INFO | scanner | process_row:499 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:03:13,664 | DEBUG | scanner | flatten_transcription:405 - flatten_transcription: produced 99 chars, 1 lines
2025-09-05 17:03:13,666 | DEBUG | scanner | process_row:506 - Row 12 transcript chars=99 preview=Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:03:13,667 | DEBUG | scanner | summarize_transcript:417 - summarize_transcript: total chars=99
2025-09-05 17:03:13,668 | DEBUG | scanner | summarize_transcript:421 - Single-shot summarization path.
2025-09-05 17:03:13,804 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:14,378 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 710 ms. Body preview={"generation":"{\n  \"summary_md\": \"The meeting started with a test to see if the issue would persist. The participant mentioned that their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":41,"stop_reason":"stop"}
2025-09-05 17:03:14,379 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:03:15,341 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 961 ms. Body preview={"generation":"The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, a participant brought to attention that their belt was malfunctioning, stating that it was either not working or working intermittently. This initial test was designed to gauge the scop…
2025-09-05 17:03:15,342 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, a participant brought to attention that their belt was malfunctioning, stating that it was either not working or working intermittently. This initial test was designed to gauge the scope of the proble…
2025-09-05 17:03:15,342 | DEBUG | scanner | summarize_transcript:460 - Final summary len=332, action_items=0
2025-09-05 17:03:15,343 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:16,620 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:17,146 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:03:18,813 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:22,152 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:23,375 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:23,714 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:03:23,816 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:23,884 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:03:23,889 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:25,045 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:25,372 | DEBUG | scanner | fetch_row_by_id:197 - fetch_row_by_id(12) -> found
2025-09-05 17:03:25,536 | INFO | scanner | process_row:499 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:03:25,537 | DEBUG | scanner | flatten_transcription:405 - flatten_transcription: produced 99 chars, 1 lines
2025-09-05 17:03:25,537 | DEBUG | scanner | process_row:506 - Row 12 transcript chars=99 preview=Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:03:25,537 | DEBUG | scanner | summarize_transcript:417 - summarize_transcript: total chars=99
2025-09-05 17:03:25,537 | DEBUG | scanner | summarize_transcript:421 - Single-shot summarization path.
2025-09-05 17:03:26,148 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 610 ms. Body preview={"generation":"{\n  \"summary_md\": \"The speaker is testing to see if their issue will persist and if their belt is working or not.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":35,"stop_reason":"stop"}
2025-09-05 17:03:26,149 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=1, para=1).
2025-09-05 17:03:27,183 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 1033 ms. Body preview={"generation":"The speaker has initiated a test to determine if a persistent issue will continue to occur. The primary objective of this test is to assess the functionality of their belt, specifically to verify whether it is working as intended or not. By conducting this test, the speaker aims to ga…
2025-09-05 17:03:27,184 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The speaker has initiated a test to determine if a persistent issue will continue to occur. The primary objective of this test is to assess the functionality of their belt, specifically to verify whether it is working as intended or not. By conducting this test, the speaker aims to gather more infor…
2025-09-05 17:03:27,184 | DEBUG | scanner | summarize_transcript:460 - Final summary len=365, action_items=0
2025-09-05 17:03:27,185 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:28,689 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:28,829 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:29,204 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:03:33,837 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:34,209 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:35,444 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:35,786 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:03:35,957 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:03:35,957 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:37,228 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:37,588 | DEBUG | scanner | fetch_row_by_id:197 - fetch_row_by_id(12) -> found
2025-09-05 17:03:37,767 | INFO | scanner | process_row:499 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:03:37,767 | DEBUG | scanner | flatten_transcription:405 - flatten_transcription: produced 99 chars, 1 lines
2025-09-05 17:03:37,768 | DEBUG | scanner | process_row:506 - Row 12 transcript chars=99 preview=Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:03:37,768 | DEBUG | scanner | summarize_transcript:417 - summarize_transcript: total chars=99
2025-09-05 17:03:37,769 | DEBUG | scanner | summarize_transcript:421 - Single-shot summarization path.
2025-09-05 17:03:38,498 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 729 ms. Body preview={"generation":"{\n  \"summary_md\": \"The meeting started with a test to see if the issue would persist. The participant mentioned that their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":41,"stop_reason":"stop"}
2025-09-05 17:03:38,499 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:03:38,844 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:39,506 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 1006 ms. Body preview={"generation":"The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, one of the participants brought to attention that their belt was malfunctioning, stating that it was either not working or working intermittently. This initial test was designed to gaug…
2025-09-05 17:03:39,507 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, one of the participants brought to attention that their belt was malfunctioning, stating that it was either not working or working intermittently. This initial test was designed to gauge the scope of …
2025-09-05 17:03:39,507 | DEBUG | scanner | summarize_transcript:460 - Final summary len=342, action_items=0
2025-09-05 17:03:39,507 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:40,704 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:41,203 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:03:43,849 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:46,212 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:47,476 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:47,819 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:03:47,990 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:03:47,990 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:48,857 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:49,144 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:49,473 | DEBUG | scanner | fetch_row_by_id:197 - fetch_row_by_id(12) -> found
2025-09-05 17:03:49,636 | INFO | scanner | process_row:499 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:03:49,636 | DEBUG | scanner | flatten_transcription:405 - flatten_transcription: produced 99 chars, 1 lines
2025-09-05 17:03:49,637 | DEBUG | scanner | process_row:506 - Row 12 transcript chars=99 preview=Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:03:49,637 | DEBUG | scanner | summarize_transcript:417 - summarize_transcript: total chars=99
2025-09-05 17:03:49,637 | DEBUG | scanner | summarize_transcript:421 - Single-shot summarization path.
2025-09-05 17:03:50,347 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 709 ms. Body preview={"generation":"{\n  \"summary_md\": \"The meeting started with a test to see if the issue would persist. The speaker mentioned that their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":41,"stop_reason":"stop"}
2025-09-05 17:03:50,347 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:03:51,438 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 1090 ms. Body preview={"generation":"The meeting commenced with a test to determine if the issue at hand would persist. At the outset, the speaker brought up the fact that their belt was not functioning properly, or at least, not functioning as intended. This initial discussion set the tone for the rest of the meeting, w…
2025-09-05 17:03:51,439 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The meeting commenced with a test to determine if the issue at hand would persist. At the outset, the speaker brought up the fact that their belt was not functioning properly, or at least, not functioning as intended. This initial discussion set the tone for the rest of the meeting, which would go o…
2025-09-05 17:03:51,439 | DEBUG | scanner | summarize_transcript:460 - Final summary len=355, action_items=0
2025-09-05 17:03:51,441 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:52,622 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:53,113 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:03:53,861 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:58,117 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:03:58,863 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:03:59,304 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:03:59,634 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:03:59,798 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:03:59,798 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:01,006 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:01,739 | DEBUG | scanner | fetch_row_by_id:197 - fetch_row_by_id(12) -> found
2025-09-05 17:04:01,949 | INFO | scanner | process_row:499 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:04:01,949 | DEBUG | scanner | flatten_transcription:405 - flatten_transcription: produced 99 chars, 1 lines
2025-09-05 17:04:01,950 | DEBUG | scanner | process_row:506 - Row 12 transcript chars=99 preview=Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:04:01,951 | DEBUG | scanner | summarize_transcript:417 - summarize_transcript: total chars=99
2025-09-05 17:04:01,951 | DEBUG | scanner | summarize_transcript:421 - Single-shot summarization path.
2025-09-05 17:04:02,680 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 728 ms. Body preview={"generation":"{\n  \"summary_md\": \"The meeting started with a test to see if the issue would persist. The participant mentioned that their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":41,"stop_reason":"stop"}
2025-09-05 17:04:02,683 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:04:03,593 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 909 ms. Body preview={"generation":"The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, one of the participants brought to attention that their belt was malfunctioning, stating that it was either not working or working intermittently.","prompt_token_count":80,"generation_t…
2025-09-05 17:04:03,593 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, one of the participants brought to attention that their belt was malfunctioning, stating that it was either not working or working intermittently.
2025-09-05 17:04:03,594 | DEBUG | scanner | summarize_transcript:460 - Final summary len=246, action_items=0
2025-09-05 17:04:03,594 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:03,877 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:04,826 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:05,339 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:04:08,890 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:10,344 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:11,608 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:11,958 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:04:12,132 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:04:12,133 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:13,299 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:13,631 | DEBUG | scanner | fetch_row_by_id:197 - fetch_row_by_id(12) -> found
2025-09-05 17:04:13,797 | INFO | scanner | process_row:499 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:04:13,800 | DEBUG | scanner | flatten_transcription:405 - flatten_transcription: produced 99 chars, 1 lines
2025-09-05 17:04:13,801 | DEBUG | scanner | process_row:506 - Row 12 transcript chars=99 preview=Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:04:13,802 | DEBUG | scanner | summarize_transcript:417 - summarize_transcript: total chars=99
2025-09-05 17:04:13,802 | DEBUG | scanner | summarize_transcript:421 - Single-shot summarization path.
2025-09-05 17:04:13,892 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:14,523 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 721 ms. Body preview={"generation":"{\n  \"summary_md\": \"The speaker is testing to see if their issue will persist and is experiencing problems with their belt, which is not working properly.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":40,"stop_reason":"stop"}
2025-09-05 17:04:14,525 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=1, para=1).
2025-09-05 17:04:15,300 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 774 ms. Body preview={"generation":"The speaker is currently in the process of testing to determine if a particular issue will persist. During this testing, they are encountering a problem with their belt, which is malfunctioning. The belt's improper function is causing difficulties for the speaker.","prompt_token_count…
2025-09-05 17:04:15,301 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The speaker is currently in the process of testing to determine if a particular issue will persist. During this testing, they are encountering a problem with their belt, which is malfunctioning. The belt's improper function is causing difficulties for the speaker.
2025-09-05 17:04:15,301 | DEBUG | scanner | summarize_transcript:460 - Final summary len=264, action_items=0
2025-09-05 17:04:15,301 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:16,680 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:17,197 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:04:18,896 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:22,202 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:23,437 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:23,781 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:04:23,910 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:23,952 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:04:23,953 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:25,992 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:26,315 | DEBUG | scanner | fetch_row_by_id:197 - fetch_row_by_id(12) -> found
2025-09-05 17:04:26,477 | INFO | scanner | process_row:499 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:04:26,478 | DEBUG | scanner | flatten_transcription:405 - flatten_transcription: produced 99 chars, 1 lines
2025-09-05 17:04:26,479 | DEBUG | scanner | process_row:506 - Row 12 transcript chars=99 preview=Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:04:26,479 | DEBUG | scanner | summarize_transcript:417 - summarize_transcript: total chars=99
2025-09-05 17:04:26,480 | DEBUG | scanner | summarize_transcript:421 - Single-shot summarization path.
2025-09-05 17:04:27,213 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 733 ms. Body preview={"generation":"{\n  \"summary_md\": \"The meeting started with a test to see if the issue would persist. The participant mentioned that their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":41,"stop_reason":"stop"}
2025-09-05 17:04:27,217 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:04:28,004 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 784 ms. Body preview={"generation":"The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, one of the participants brought to attention that their belt was malfunctioning, stating that it was either not working or working intermittently.","prompt_token_count":80,"generation_t…
2025-09-05 17:04:28,009 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The meeting commenced with a test to assess whether the issue at hand would persist. At the outset, one of the participants brought to attention that their belt was malfunctioning, stating that it was either not working or working intermittently.
2025-09-05 17:04:28,010 | DEBUG | scanner | summarize_transcript:460 - Final summary len=246, action_items=0
2025-09-05 17:04:28,010 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:28,920 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:29,290 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:29,818 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:04:33,932 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:34,836 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:36,039 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:36,372 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:04:36,538 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:04:36,539 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:37,756 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:38,103 | DEBUG | scanner | fetch_row_by_id:197 - fetch_row_by_id(12) -> found
2025-09-05 17:04:38,274 | INFO | scanner | process_row:499 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:04:38,278 | DEBUG | scanner | flatten_transcription:405 - flatten_transcription: produced 99 chars, 1 lines
2025-09-05 17:04:38,279 | DEBUG | scanner | process_row:506 - Row 12 transcript chars=99 preview=Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:04:38,279 | DEBUG | scanner | summarize_transcript:417 - summarize_transcript: total chars=99
2025-09-05 17:04:38,281 | DEBUG | scanner | summarize_transcript:421 - Single-shot summarization path.
2025-09-05 17:04:38,934 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:39,043 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 763 ms. Body preview={"generation":"{\n  \"summary_md\": \"The speaker is testing to see if their issue will persist and is experiencing problems with their belt, which is not working or working intermittently.\",\n  \"action_items\": []\n}","prompt_token_count":337,"generation_token_count":43,"stop_reason":"stop"}
2025-09-05 17:04:39,045 | INFO | scanner | summarize_transcript:449 - Rewriting summary to meet bounds (sent=1, para=1).
2025-09-05 17:04:40,212 | DEBUG | scanner | bedrock_invoke:359 - Bedrock invoke ok in 1165 ms. Body preview={"generation":"The speaker is currently in the process of testing to determine if their issue will persist. During this testing phase, they are encountering problems with their belt, which is not functioning properly. In fact, the belt is either not working at all or is working intermittently, leadi…
2025-09-05 17:04:40,212 | DEBUG | scanner | summarize_transcript:454 - Rewrite preview=The speaker is currently in the process of testing to determine if their issue will persist. During this testing phase, they are encountering problems with their belt, which is not functioning properly. In fact, the belt is either not working at all or is working intermittently, leading to inconsist…
2025-09-05 17:04:40,213 | DEBUG | scanner | summarize_transcript:460 - Final summary len=412, action_items=0
2025-09-05 17:04:40,214 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:41,906 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:42,424 | INFO | scanner | update_row_partial:255 - Row 12 updated. summary=False action_items=True
2025-09-05 17:04:43,948 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:47,436 | DEBUG | scanner | db_conn:142 - Opening DB connection …
2025-09-05 17:04:48,775 | DEBUG | scanner | db_conn:151 - DB connection established.
2025-09-05 17:04:48,960 | DEBUG | pg-listener | pg_listener:533 - listener heartbeat…
2025-09-05 17:04:49,124 | DEBUG | scanner | fetch_missing:231 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:04:49,331 | INFO | scanner | missing_scanner:561 - Scanner found 1 rows with missing fields
2025-09-05 17:04:49,332 | DEBUG | scanner | db_conn:142 - Opening DB connection …
